OBJECTID,gbifID,accessRights,bibliographicCitation,identifier,language,license,modified,references,rights,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,reproductiveCondition,occurrenceStatus,preparations,disposition,associatedReferences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,previousIdentifications,materialSampleID,eventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,verbatimCoordinateSystem,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identificationQualifier,identifiedBy,dateIdentified,identificationVerificationStatus,identificationRemarks,taxonID,higherClassification,kingdom,phylum,class,taxonomic_order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,species,genericName,acceptedScientificName,verbatimScientificName,protocol,lastParsed,lastCrawled,repatriated,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,scientificName,iucnRedListCategory
1429,3320989306,,,85030967,,CC_BY_NC_4_0,2021-07-02T13:21:05Z,https://www.inaturalist.org/observations/85030967,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/85030967,85030967,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-29 15:08:22,23:08:22Z,,,2021,6,29,Tue Jun 29 2021 15:08:22 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach, Anchorage County, US-AK, US",,,,,61.039563,-149.777958,5,,,,,,,,187107839,,billsherwonit,2021-06-29 23:10:10,,,78793,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Pyrola,asarifolia,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:54:31.039Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2888271,2888271,6,7707728,220,1353,2505,2888249,2888271,Pyrola asarifolia,Pyrola,Pyrola asarifolia Michx.,Pyrola asarifolia,DWC_ARCHIVE,2022-03-15T18:54:31.039Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Pyrola asarifolia Michx.,NE
1430,3320979321,,,85034180,,CC_BY_NC_4_0,2021-07-01T05:00:49Z,https://www.inaturalist.org/observations/85034180,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/85034180,85034180,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-29 15:44:33,23:44:33Z,,,2021,6,29,Tue Jun 29 2021 15:44:33 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.03061,-149.757599,5,,,,,,,,187114783,,billsherwonit,2021-06-29 23:44:55,,,75600,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Aruncus,dioicus,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:02.187Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5362136,5362136,6,7707728,220,691,5015,10811219,5362136,Aruncus dioicus,Aruncus,Aruncus dioicus (Walter) Fernald,Aruncus dioicus,DWC_ARCHIVE,2022-03-15T18:43:02.187Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Aruncus dioicus (Walter) Fernald,NE
1431,3320966604,,,85258434,,CC_BY_NC_4_0,2021-07-02T02:47:20Z,https://www.inaturalist.org/observations/85258434,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/85258434,85258434,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-07-01 12:52:06,20:52:06Z,,,2021,7,1,Thu Jul 01 2021 12:52:06 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.112581,-149.662428,5,,,,,,,,187586311,,billsherwonit,2021-07-01 20:52:39,,,78623,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,dilatata,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:22:56.606Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2797036,2797036,6,7707728,196,1169,7689,2797839,2797036,Platanthera dilatata,Platanthera,Platanthera dilatata (Pursh) Lindl. ex L.C.Beck,Platanthera dilatata,DWC_ARCHIVE,2022-03-15T19:22:56.606Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Platanthera dilatata (Pursh) Lindl. ex L.C.Beck,NE
1432,3320964321,,,85034117,,CC_BY_NC_4_0,2021-06-29T23:46:29Z,https://www.inaturalist.org/observations/85034117,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/85034117,85034117,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-29 15:43:50,23:43:50Z,,,2021,6,29,Tue Jun 29 2021 15:43:50 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.030644,-149.757762,5,,,,,,,,187114628,,billsherwonit,2021-06-29 23:44:02,,,128599,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,viridis,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:42:51.430Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2810284,2810284,6,7707728,196,1169,7689,2809736,2810284,Dactylorhiza viridis,Dactylorhiza,"Dactylorhiza viridis (L.) R.M.Bateman, Pridgeon & M.W.Chase",Dactylorhiza viridis,DWC_ARCHIVE,2022-03-15T18:42:51.430Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,"Dactylorhiza viridis (L.) R.M.Bateman, Pridgeon & M.W.Chase",NE
1433,3320949850,,,84628125,,CC_BY_NC_4_0,2021-07-27T21:15:03Z,https://www.inaturalist.org/observations/84628125,,apmccleary,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84628125,84628125,,apmccleary,,,PRESENT,,,,,,,,,,,,2021-06-26 23:42:56,23:42:56Z,,,2021,6,26,6/26/21 15:42,,,,US,Alaska,,,,"Anchorage, AK 99516, USA",,,,,61.103555,-149.675031,4,,,,,,,,186316449,,apmccleary,2021-06-26 23:43:54,,,128770,,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Fritillaria,camschatcensis,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:42:58.369Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5300639,5300639,6,7707728,196,1172,7699,2752152,5300639,Fritillaria camschatcensis,Fritillaria,Fritillaria camschatcensis (L.) Ker Gawl.,Fritillaria camschatcensis,DWC_ARCHIVE,2022-03-15T18:42:58.369Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Fritillaria camschatcensis (L.) Ker Gawl.,NE
1434,3320937814,,,84573790,,CC_BY_NC_4_0,2021-06-27T01:00:47Z,https://www.inaturalist.org/observations/84573790,,akstolpe,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84573790,84573790,,akstolpe,,,PRESENT,,,,,,,,,,,,2021-06-25 17:42:37,01:42:37Z,,,2021,6,25,Fri Jun 25 2021 17:42:37 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.013867,-149.662947,4,,,,,,,,186223272,,akstolpe,2021-06-26 16:58:17,,,48244,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,formosa,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:02:50.783Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,8067481,8067481,6,7707728,220,399,2410,3033167,8067481,Aquilegia formosa,Aquilegia,Aquilegia formosa Fisch.,Aquilegia formosa,DWC_ARCHIVE,2022-03-15T19:02:50.783Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Aquilegia formosa Fisch.,NE
1435,3320930597,,,84213156,,CC_BY_NC_4_0,2021-07-02T13:27:50Z,https://www.inaturalist.org/observations/84213156,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84213156,84213156,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-23 11:01:14,19:01:14Z,,,2021,6,23,Wed Jun 23 2021 11:01:14 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.144348,-149.707657,5,,,,,,,,185517304,,billsherwonit,2021-06-23 19:01:38,,,132527,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,acicularis,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:06:28.543Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3002193,3002193,6,7707728,220,691,5015,8395064,3002193,Rosa acicularis,Rosa,Rosa acicularis Lindl.,Rosa acicularis,DWC_ARCHIVE,2022-03-15T19:06:28.543Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Rosa acicularis Lindl.,LC
1437,3320914736,,,84490836,,CC_BY_NC_4_0,2021-07-29T09:07:36Z,https://www.inaturalist.org/observations/84490836,,outdoorexploring,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84490836,84490836,,outdoorexploring,,,PRESENT,,,,,,,,,,,,2021-06-25 16:13:37,00:13:37Z,,,2021,6,25,Fri Jun 25 2021 16:13:37 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.405559,-149.368342,4,,,,,,,,186066640,,outdoorexploring,2021-06-26 0:14:23,,,144087,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentiana,glauca,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:42:36.286Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3170098,3170098,6,7707728,220,412,2503,3170037,3170098,Gentiana glauca,Gentiana,Gentiana glauca Pall.,Gentiana glauca,DWC_ARCHIVE,2022-03-15T18:42:36.286Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Gentiana glauca Pall.,NE
1438,3320911497,,,82793477,,CC_BY_NC_4_0,2021-07-02T13:25:15Z,https://www.inaturalist.org/observations/82793477,,naturaj,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/82793477,82793477,,naturaj,,,PRESENT,,,,,,,,,,,,2021-06-12 13:28:34,21:28:34Z,,,2021,6,12,Sat Jun 12 2021 13:28:34 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.409103,-149.126083,3,,,,,,,,182725342,,naturaj,2021-06-13 4:30:23,,,146900,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Mertensia,paniculata,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:09:57.494Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5341214,5341214,6,7707728,220,7226464,2498,2663415,5341214,Mertensia paniculata,Mertensia,Mertensia paniculata (Aiton) G.Don,Mertensia paniculata,DWC_ARCHIVE,2022-03-15T19:09:57.494Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Mertensia paniculata (Aiton) G.Don,NE
1440,3320879910,,,84634440,,CC_BY_NC_4_0,2021-06-27T00:46:11Z,https://www.inaturalist.org/observations/84634440,,apmccleary,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84634440,84634440,,apmccleary,,,PRESENT,,,,,,,,,,,,2021-06-27 0:43:33,00:43:33Z,,,2021,6,27,6/26/21 16:43,,,,US,Alaska,,,,"Chugach, Anchorage County, US-AK, US",,,,,61.104818,-149.643604,8,,,,,,,,186328272,,apmccleary,2021-06-27 0:44:10,,,78846,,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Rhodiola,integrifolia,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:07.547Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2985695,2985695,6,7707728,220,7219248,2406,2985687,2985695,Rhodiola integrifolia,Rhodiola,Rhodiola integrifolia Raf.,Rhodiola integrifolia,DWC_ARCHIVE,2022-03-15T18:43:07.547Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Rhodiola integrifolia Raf.,NE
1441,3320870539,,,83499516,,CC_BY_NC_4_0,2021-07-01T02:12:37Z,https://www.inaturalist.org/observations/83499516,,Donna Pomeroy,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/83499516,83499516,,Donna Pomeroy,,,PRESENT,,,,,,,,,,,,2021-06-17 20:09:00,03:09:00Z,,,2021,6,17,2021/06/17 8:09 PM PDT,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,61.017037,-149.732268,,,,,,,,,187246861,,Jeff,2021-06-30 14:47:50,,,238071,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Polemonium,pulcherrimum,lindleyi,SUBSPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:42:44.300Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,4055942,4055942,6,7707728,220,1353,6648,2927831,2927853,Polemonium pulcherrimum,Polemonium,Polemonium pulcherrimum subsp. lindleyi (Wherry) V.E.Grant,Polemonium pulcherrimum lindleyi,DWC_ARCHIVE,2022-03-15T18:42:44.300Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Polemonium pulcherrimum subsp. lindleyi (Wherry) V.E.Grant,
1442,3320866710,,,84484662,,CC_BY_NC_4_0,2021-06-26T14:31:45Z,https://www.inaturalist.org/observations/84484662,,outdoorexploring,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84484662,84484662,,outdoorexploring,,,PRESENT,,,,,,,,,,,,2021-06-25 15:13:20,23:13:20Z,,,2021,6,25,Fri Jun 25 2021 15:13:20 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.412614,-149.384747,4,,,,,,,,186056238,,outdoorexploring,2021-06-25 23:13:34,,,516757,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,tomentosum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:42:36.279Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,6400569,6400569,6,7707728,220,1353,2505,2883026,6400569,Rhododendron tomentosum,Rhododendron,Rhododendron tomentosum (Stokes) Harmaja,Rhododendron tomentosum,DWC_ARCHIVE,2022-03-15T18:42:36.279Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Rhododendron tomentosum (Stokes) Harmaja,NE
1443,3320862454,,,80201675,,CC_BY_NC_4_0,2021-06-30T14:48:56Z,https://www.inaturalist.org/observations/80201675,,mballely,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/80201675,80201675,,mballely,,,PRESENT,,,,,,,,,,,,2021-05-24 19:53:20,03:53:20Z,,,2021,5,24,Mon May 24 2021 19:53:20 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.016741,-149.725857,6,,,,,,,,177602851,,mballely,2021-05-25 4:04:22,,,78668,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Polemonium,pulcherrimum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:09:56.681Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2927853,2927853,6,7707728,220,1353,6648,2927831,2927853,Polemonium pulcherrimum,Polemonium,Polemonium pulcherrimum Hook.,Polemonium pulcherrimum,DWC_ARCHIVE,2022-03-15T19:09:56.681Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Polemonium pulcherrimum Hook.,LC
1444,3320854802,,,84565184,,CC_BY_NC_4_0,2021-06-27T00:59:06Z,https://www.inaturalist.org/observations/84565184,,outdoorexploring,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84565184,84565184,,outdoorexploring,,,PRESENT,,,,,,,,,,,,2021-06-25 17:27:03,01:27:03Z,,,2021,6,25,Fri Jun 25 2021 17:27:03 GMT-0800 (AKDT),,,,US,Alaska,,,,"Anchorage County, US-AK, US",,,,,61.396317,-149.37378,4,,,,,,,,186210399,,outdoorexploring,2021-06-26 16:05:06,,,53094,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,maximum,,SPECIES,,,,SYNONYM,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:42:39.809Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3034826,3034827,6,7707728,220,1351,6720,3034824,3034830,Heracleum sphondylium,Heracleum,Heracleum sphondylium subsp. montanum (Schleich. ex Gaudin) Briq.,Heracleum maximum,DWC_ARCHIVE,2022-03-15T18:42:39.809Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Heracleum maximum Bartram,LC
1445,3320847835,,,84565114,,CC_BY_NC_4_0,2021-06-27T00:59:30Z,https://www.inaturalist.org/observations/84565114,,outdoorexploring,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84565114,84565114,,outdoorexploring,,,PRESENT,,,,,,,,,,,,2021-06-25 17:26:33,01:26:33Z,,,2021,6,25,Fri Jun 25 2021 17:26:33 GMT-0800 (AKDT),,,,US,Alaska,,,,"Anchorage County, US-AK, US",,,,,61.396454,-149.373743,4,,,,,,,,186210718,,outdoorexploring,2021-06-26 16:06:20,,,79484,,Plantae,Tracheophyta,Liliopsida,Liliales,Melanthiaceae,Veratrum,viride,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:10:54.879Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,7575112,7575112,6,7707728,196,1172,7700,2742049,7575112,Veratrum viride,Veratrum,Veratrum viride Aiton,Veratrum viride,DWC_ARCHIVE,2022-03-15T19:10:54.879Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Veratrum viride Aiton,NE
1446,3320836680,,,84475976,,CC_BY_NC_4_0,2021-07-02T13:40:15Z,https://www.inaturalist.org/observations/84475976,,outdoorexploring,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84475976,84475976,,outdoorexploring,,,PRESENT,,,,,,,,,,,,2021-06-25 13:46:32,21:46:32Z,,,2021,6,25,Fri Jun 25 2021 13:46:32 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.406719,-149.391871,4,,,,,,,,186107525,,William,2021-06-26 4:20:24,,,79499,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,edule,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:53:45.673Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2888613,2888613,6,7707728,220,946,2510,2888580,2888613,Viburnum edule,Viburnum,Viburnum edule (Michx.) Raf.,Viburnum edule,DWC_ARCHIVE,2022-03-15T18:53:45.673Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Viburnum edule (Michx.) Raf.,NE
1447,3314631372,,,84222627,,CC_BY_NC_4_0,2021-06-26T05:31:56Z,https://www.inaturalist.org/observations/84222627,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84222627,84222627,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-23 12:21:05,20:21:05Z,,,2021,6,23,Wed Jun 23 2021 12:21:05 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.129323,-149.684302,5,,,,,,,,185534623,,billsherwonit,2021-06-23 20:21:18,,,160226,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,unalaschcensis,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:28.528Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3170721,3170721,6,7707728,220,408,6651,3170565,3170721,Castilleja unalaschcensis,Castilleja,Castilleja unalaschcensis (Cham. & Schltdl.) Malte,Castilleja unalaschcensis,DWC_ARCHIVE,2022-03-15T18:43:28.528Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Castilleja unalaschcensis (Cham. & Schltdl.) Malte,NE
1448,3314626474,,,84240636,,CC_BY_NC_4_0,2022-01-07T11:20:55Z,https://www.inaturalist.org/observations/84240636,,leahstolar,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84240636,84240636,,leahstolar,,,PRESENT,,,,,,Eagle River,,,,,,2021-06-23 14:57:38,22:57:38Z,,,2021,6,23,Wed Jun 23 2021 14:57:38 GMT -0800 (AKDT),,,,US,Alaska,,,,Anchorage,,,,,61.233459,-149.272827,4,,,,,,,,185568005,,leahstolar,2021-06-23 22:58:06,,,146900,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Mertensia,paniculata,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:56:00.790Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5341214,5341214,6,7707728,220,7226464,2498,2663415,5341214,Mertensia paniculata,Mertensia,Mertensia paniculata (Aiton) G.Don,Mertensia paniculata,DWC_ARCHIVE,2022-03-15T18:56:00.790Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Mertensia paniculata (Aiton) G.Don,NE
1449,3314625339,,,84211761,,CC_BY_NC_4_0,2021-06-24T06:55:12Z,https://www.inaturalist.org/observations/84211761,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84211761,84211761,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-23 10:49:05,18:49:05Z,,,2021,6,23,Wed Jun 23 2021 10:49:05 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.141788,-149.709352,30,,,,,,,,185514312,,billsherwonit,2021-06-23 18:49:18,,,53094,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,maximum,,SPECIES,,,,SYNONYM,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:06:28.542Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3034826,3034827,6,7707728,220,1351,6720,3034824,3034830,Heracleum sphondylium,Heracleum,Heracleum sphondylium subsp. montanum (Schleich. ex Gaudin) Briq.,Heracleum maximum,DWC_ARCHIVE,2022-03-15T19:06:28.542Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Heracleum maximum Bartram,LC
1450,3314611412,,,84224000,,CC_BY_NC_4_0,2021-06-24T00:23:30Z,https://www.inaturalist.org/observations/84224000,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84224000,84224000,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-23 12:31:43,20:31:43Z,,,2021,6,23,Wed Jun 23 2021 12:31:43 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.129201,-149.684053,5,,,,,,,,185537254,,billsherwonit,2021-06-23 20:32:12,,,78793,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Pyrola,asarifolia,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:42:49.113Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2888271,2888271,6,7707728,220,1353,2505,2888249,2888271,Pyrola asarifolia,Pyrola,Pyrola asarifolia Michx.,Pyrola asarifolia,DWC_ARCHIVE,2022-03-15T18:42:49.113Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Pyrola asarifolia Michx.,NE
